ShipmentID,CustomerName,OriginPort,DestinationPort,Carrier,BookingDate,ETD,ETA,ATD,ATA,PlannedTransitDays,ActualTransitDays,DelayDays,DelayReason,ShipmentStatus,Priority
SHP2174,Desert Mart,Singapore,Abu Dhabi,MSC,2024-03-18,2024-03-21,2024-04-05,2024-03-22,2024-04-07,15,16,1,Customs Hold,Delayed,Medium
SHP2175,Al Noor Trading,Singapore,Abu Dhabi,MSC,2024-01-13,2024-01-16,2024-02-01,2024-01-16,2024-01-31,16,15,0,None,On Time,Medium
SHP2176,Gulf Imports,Shenzhen,Abu Dhabi,CMA CGM,2024-04-30,2024-05-03,2024-05-21,2024-05-03,2024-05-24,18,21,3,Vessel Rollover,Delayed,Medium
SHP2177,Falcon Electronics,Busan,Jebel Ali,CMA CGM,2024-03-18,2024-03-21,2024-04-05,2024-03-21,2024-04-04,15,14,0,None,On Time,Medium
SHP2178,Gulf Imports,Busan,Abu Dhabi,Maersk,2024-04-02,2024-04-05,2024-04-24,2024-04-06,2024-04-25,19,19,0,None,On Time,High
SHP2179,Gulf Imports,Singapore,Abu Dhabi,Maersk,2024-02-03,2024-02-06,2024-02-21,2024-02-06,2024-02-20,15,14,0,None,On Time,High
SHP2180,Emirates Retail,Singapore,Jebel Ali,Maersk,2024-05-19,2024-05-22,2024-06-10,2024-05-23,2024-06-12,19,20,1,Weather,Delayed,High
SHP2181,Desert Mart,Shenzhen,Abu Dhabi,ONE,2024-02-19,2024-02-22,2024-03-13,2024-02-23,2024-03-17,20,23,3,Documentation Issue,Delayed,Low
SHP2182,Blue Ocean LLC,Busan,Jebel Ali,MSC,2024-01-31,2024-02-03,2024-02-23,2024-02-04,2024-02-23,20,19,0,None,On Time,Low
SHP2183,Al Noor Trading,Singapore,Jebel Ali,ONE,2024-03-11,2024-03-14,2024-03-30,2024-03-14,2024-03-31,16,17,1,Documentation Issue,Delayed,Medium
SHP2184,Arabian Supplies,Busan,Abu Dhabi,Hapag Lloyd,2024-05-06,2024-05-09,2024-05-24,2024-05-10,2024-05-25,15,15,0,None,On Time,Medium
SHP2185,Al Noor Trading,Ningbo,Jebel Ali,Hapag Lloyd,2024-04-12,2024-04-15,2024-05-03,2024-04-15,2024-05-03,18,18,0,None,On Time,Low
SHP2186,Arabian Supplies,Ningbo,Abu Dhabi,ONE,2024-01-03,2024-01-06,2024-01-27,2024-01-07,2024-01-31,21,24,3,Customs Hold,Delayed,Medium
SHP2187,Al Noor Trading,Busan,Jebel Ali,CMA CGM,2024-05-21,2024-05-24,2024-06-08,2024-05-24,2024-06-08,15,15,0,None,On Time,High
SHP2188,Arabian Supplies,Shanghai,Jebel Ali,Evergreen,2024-06-12,2024-06-15,2024-07-01,2024-06-15,2024-07-02,16,17,1,Customs Hold,Delayed,High
SHP2189,Falcon Electronics,Busan,Abu Dhabi,CMA CGM,2024-05-16,2024-05-19,2024-06-03,2024-05-20,2024-06-03,15,14,0,None,On Time,High
SHP2190,Emirates Retail,Shenzhen,Abu Dhabi,Maersk,2024-06-29,2024-07-02,2024-07-20,2024-07-02,2024-07-24,18,22,4,Vessel Rollover,Delayed,Low
SHP2191,Gulf Imports,Shenzhen,Jebel Ali,Hapag Lloyd,2024-01-03,2024-01-06,2024-01-25,2024-01-07,2024-01-26,19,19,0,None,On Time,Low
SHP2192,Arabian Supplies,Singapore,Jebel Ali,Evergreen,2024-05-29,2024-06-01,2024-06-16,2024-06-02,2024-06-21,15,19,4,Customs Hold,Delayed,Medium
SHP2193,Falcon Electronics,Qingdao,Jebel Ali,COSCO,2024-02-26,2024-02-29,2024-03-19,2024-02-29,2024-03-20,19,20,1,Documentation Issue,Delayed,High
SHP2194,Al Noor Trading,Qingdao,Jebel Ali,COSCO,2024-04-21,2024-04-24,2024-05-13,2024-04-25,2024-05-14,19,19,0,None,On Time,High
SHP2195,Falcon Electronics,Shenzhen,Jebel Ali,CMA CGM,2024-02-15,2024-02-18,2024-03-06,2024-02-19,2024-03-10,17,20,3,Weather,Delayed,High
SHP2196,Gulf Imports,Shanghai,Abu Dhabi,MSC,2024-02-15,2024-02-18,2024-03-09,2024-02-18,2024-03-13,20,24,4,Port Congestion,Delayed,Medium
SHP2197,Falcon Electronics,Shanghai,Jebel Ali,COSCO,2024-06-14,2024-06-17,2024-07-07,2024-06-17,2024-07-06,20,19,0,None,On Time,Medium
SHP2198,Gulf Imports,Ningbo,Jebel Ali,CMA CGM,2024-01-06,2024-01-09,2024-01-24,2024-01-09,2024-01-29,15,20,5,Port Congestion,Delayed,High
SHP2199,Emirates Retail,Singapore,Abu Dhabi,Evergreen,2024-06-09,2024-06-12,2024-06-26,2024-06-12,2024-07-01,14,19,5,Port Congestion,Delayed,Low
SHP2200,Arabian Supplies,Busan,Abu Dhabi,Evergreen,2024-01-22,2024-01-25,2024-02-11,2024-01-26,2024-02-12,17,17,0,None,On Time,High
SHP2201,Al Noor Trading,Busan,Abu Dhabi,ONE,2024-03-19,2024-03-22,2024-04-10,2024-03-22,2024-04-12,19,21,2,Weather,Delayed,Low
SHP2202,Emirates Retail,Shenzhen,Jebel Ali,Hapag Lloyd,2024-02-01,2024-02-04,2024-02-18,2024-02-04,2024-02-23,14,19,5,Port Congestion,Delayed,Medium
SHP2203,Gulf Imports,Qingdao,Abu Dhabi,MSC,2024-02-06,2024-02-09,2024-02-23,2024-02-09,2024-02-23,14,14,0,None,On Time,Medium
SHP2204,Falcon Electronics,Singapore,Jebel Ali,COSCO,2024-06-16,2024-06-19,2024-07-07,2024-06-20,2024-07-08,18,18,0,None,On Time,High
SHP2205,Desert Mart,Shanghai,Abu Dhabi,Maersk,2024-01-29,2024-02-01,2024-02-18,2024-02-02,2024-02-18,17,16,0,None,On Time,Medium
SHP2206,Blue Ocean LLC,Busan,Abu Dhabi,Hapag Lloyd,2024-01-22,2024-01-25,2024-02-08,2024-01-25,2024-02-11,14,17,3,Weather,Delayed,High
SHP2207,Emirates Retail,Shenzhen,Abu Dhabi,Maersk,2024-06-22,2024-06-25,2024-07-15,2024-06-26,2024-07-16,20,20,0,None,On Time,Medium
SHP2208,Arabian Supplies,Ningbo,Jebel Ali,CMA CGM,2024-05-07,2024-05-10,2024-05-29,2024-05-10,2024-05-30,19,20,1,Port Congestion,Delayed,High
SHP2209,Al Noor Trading,Busan,Abu Dhabi,ONE,2024-04-09,2024-04-12,2024-05-03,2024-04-13,2024-05-08,21,25,4,Port Congestion,Delayed,Medium
SHP2210,Arabian Supplies,Qingdao,Abu Dhabi,CMA CGM,2024-02-07,2024-02-10,2024-02-25,2024-02-10,2024-02-26,15,16,1,Weather,Delayed,Medium
SHP2211,Arabian Supplies,Singapore,Abu Dhabi,MSC,2024-04-18,2024-04-21,2024-05-12,2024-04-22,2024-05-17,21,25,4,Documentation Issue,Delayed,Low
SHP2212,Emirates Retail,Qingdao,Jebel Ali,COSCO,2024-03-03,2024-03-06,2024-03-26,2024-03-07,2024-03-29,20,22,2,Documentation Issue,Delayed,High
SHP2213,Gulf Imports,Shenzhen,Jebel Ali,MSC,2024-05-28,2024-05-31,2024-06-20,2024-05-31,2024-06-23,20,23,3,Port Congestion,Delayed,High
SHP2214,Al Noor Trading,Shenzhen,Abu Dhabi,Evergreen,2024-04-02,2024-04-05,2024-04-26,2024-04-05,2024-04-26,21,21,0,None,On Time,High
SHP2215,Gulf Imports,Ningbo,Jebel Ali,Maersk,2024-03-16,2024-03-19,2024-04-09,2024-03-20,2024-04-10,21,21,0,None,On Time,Low
SHP2216,Falcon Electronics,Shanghai,Abu Dhabi,CMA CGM,2024-02-05,2024-02-08,2024-02-23,2024-02-08,2024-02-27,15,19,4,Vessel Rollover,Delayed,High
SHP2217,Arabian Supplies,Busan,Jebel Ali,Maersk,2024-06-28,2024-07-01,2024-07-16,2024-07-01,2024-07-20,15,19,4,Vessel Rollover,Delayed,High
SHP2218,Al Noor Trading,Shanghai,Abu Dhabi,MSC,2024-04-03,2024-04-06,2024-04-22,2024-04-06,2024-04-21,16,15,0,None,On Time,High
SHP2219,Blue Ocean LLC,Singapore,Abu Dhabi,COSCO,2024-04-30,2024-05-03,2024-05-19,2024-05-04,2024-05-24,16,20,4,Vessel Rollover,Delayed,Low
SHP2220,Al Noor Trading,Singapore,Jebel Ali,Hapag Lloyd,2024-06-26,2024-06-29,2024-07-13,2024-06-29,2024-07-14,14,15,1,Weather,Delayed,High
SHP2221,Arabian Supplies,Qingdao,Abu Dhabi,Hapag Lloyd,2024-05-08,2024-05-11,2024-05-27,2024-05-12,2024-05-27,16,15,0,None,On Time,Low
SHP2222,Gulf Imports,Shenzhen,Jebel Ali,Hapag Lloyd,2024-03-07,2024-03-10,2024-03-28,2024-03-10,2024-04-01,18,22,4,Vessel Rollover,Delayed,Medium
SHP2223,Blue Ocean LLC,Ningbo,Jebel Ali,Evergreen,2024-02-02,2024-02-05,2024-02-22,2024-02-05,2024-02-24,17,19,2,Weather,Delayed,Low
SHP2224,Gulf Imports,Shanghai,Abu Dhabi,ONE,2024-04-29,2024-05-02,2024-05-23,2024-05-03,2024-05-25,21,22,1,Vessel Rollover,Delayed,Medium
SHP2225,Al Noor Trading,Shenzhen,Abu Dhabi,Maersk,2024-02-19,2024-02-22,2024-03-11,2024-02-22,2024-03-10,18,17,0,None,On Time,High
SHP2226,Gulf Imports,Busan,Jebel Ali,Evergreen,2024-03-13,2024-03-16,2024-04-01,2024-03-16,2024-04-04,16,19,3,Port Congestion,Delayed,Medium
SHP2227,Desert Mart,Shanghai,Jebel Ali,Hapag Lloyd,2024-02-18,2024-02-21,2024-03-09,2024-02-21,2024-03-13,17,21,4,Weather,Delayed,Medium
SHP2228,Al Noor Trading,Shenzhen,Abu Dhabi,COSCO,2024-01-12,2024-01-15,2024-01-29,2024-01-15,2024-01-30,14,15,1,Customs Hold,Delayed,Low
SHP2229,Gulf Imports,Singapore,Jebel Ali,CMA CGM,2024-02-19,2024-02-22,2024-03-12,2024-02-23,2024-03-18,19,24,5,Customs Hold,Delayed,Medium
SHP2230,Emirates Retail,Qingdao,Abu Dhabi,Hapag Lloyd,2024-05-08,2024-05-11,2024-05-26,2024-05-11,2024-05-29,15,18,3,Port Congestion,Delayed,High
SHP2231,Al Noor Trading,Singapore,Jebel Ali,ONE,2024-03-15,2024-03-18,2024-04-03,2024-03-19,2024-04-04,16,16,0,None,On Time,High
SHP2232,Emirates Retail,Singapore,Abu Dhabi,COSCO,2024-02-25,2024-02-28,2024-03-15,2024-02-28,2024-03-20,16,21,5,Documentation Issue,Delayed,High
SHP2233,Falcon Electronics,Singapore,Abu Dhabi,MSC,2024-03-27,2024-03-30,2024-04-17,2024-03-31,2024-04-19,18,19,1,Port Congestion,Delayed,High
SHP2234,Al Noor Trading,Shanghai,Jebel Ali,Evergreen,2024-06-05,2024-06-08,2024-06-23,2024-06-09,2024-06-24,15,15,0,None,On Time,Medium
SHP2235,Desert Mart,Ningbo,Abu Dhabi,MSC,2024-05-20,2024-05-23,2024-06-07,2024-05-23,2024-06-09,15,17,2,Vessel Rollover,Delayed,High
SHP2236,Gulf Imports,Singapore,Abu Dhabi,CMA CGM,2024-03-12,2024-03-15,2024-04-03,2024-03-15,2024-04-04,19,20,1,Port Congestion,Delayed,Medium
SHP2237,Emirates Retail,Qingdao,Jebel Ali,CMA CGM,2024-03-06,2024-03-09,2024-03-30,2024-03-09,2024-04-03,21,25,4,Port Congestion,Delayed,Medium
SHP2238,Desert Mart,Busan,Abu Dhabi,CMA CGM,2024-04-12,2024-04-15,2024-05-05,2024-04-15,2024-05-10,20,25,5,Vessel Rollover,Delayed,High
SHP2239,Falcon Electronics,Shanghai,Jebel Ali,ONE,2024-06-23,2024-06-26,2024-07-16,2024-06-27,2024-07-20,20,23,3,Customs Hold,Delayed,High
SHP2240,Desert Mart,Qingdao,Jebel Ali,Hapag Lloyd,2024-06-28,2024-07-01,2024-07-15,2024-07-01,2024-07-15,14,14,0,None,On Time,Medium
SHP2241,Desert Mart,Qingdao,Abu Dhabi,ONE,2024-01-19,2024-01-22,2024-02-08,2024-01-23,2024-02-11,17,19,2,Port Congestion,Delayed,Low
SHP2242,Falcon Electronics,Shanghai,Abu Dhabi,Evergreen,2024-04-29,2024-05-02,2024-05-17,2024-05-02,2024-05-16,15,14,0,None,On Time,Medium
SHP2243,Desert Mart,Busan,Abu Dhabi,MSC,2024-02-21,2024-02-24,2024-03-15,2024-02-24,2024-03-16,20,21,1,Customs Hold,Delayed,Low
SHP2244,Emirates Retail,Ningbo,Abu Dhabi,MSC,2024-05-01,2024-05-04,2024-05-19,2024-05-05,2024-05-21,15,16,1,Port Congestion,Delayed,Low
SHP2245,Arabian Supplies,Qingdao,Jebel Ali,Evergreen,2024-02-24,2024-02-27,2024-03-17,2024-02-27,2024-03-20,19,22,3,Documentation Issue,Delayed,Medium
SHP2246,Gulf Imports,Shanghai,Abu Dhabi,CMA CGM,2024-04-20,2024-04-23,2024-05-14,2024-04-23,2024-05-14,21,21,0,None,On Time,Medium
SHP2247,Al Noor Trading,Shenzhen,Abu Dhabi,Maersk,2024-06-11,2024-06-14,2024-06-30,2024-06-14,2024-06-29,16,15,0,None,On Time,Medium
SHP2248,Gulf Imports,Shanghai,Jebel Ali,COSCO,2024-04-25,2024-04-28,2024-05-18,2024-04-28,2024-05-21,20,23,3,Customs Hold,Delayed,Medium
SHP2249,Blue Ocean LLC,Qingdao,Abu Dhabi,Hapag Lloyd,2024-03-17,2024-03-20,2024-04-05,2024-03-21,2024-04-06,16,16,0,None,On Time,Low
SHP2250,Emirates Retail,Busan,Jebel Ali,Maersk,2024-02-11,2024-02-14,2024-03-05,2024-02-15,2024-03-07,20,21,1,Port Congestion,Delayed,Low
SHP2251,Gulf Imports,Qingdao,Jebel Ali,COSCO,2024-06-19,2024-06-22,2024-07-08,2024-06-23,2024-07-10,16,17,1,Port Congestion,Delayed,Medium
SHP2252,Arabian Supplies,Ningbo,Abu Dhabi,ONE,2024-01-30,2024-02-02,2024-02-22,2024-02-02,2024-02-23,20,21,1,Vessel Rollover,Delayed,Low
SHP2253,Blue Ocean LLC,Singapore,Jebel Ali,Hapag Lloyd,2024-01-25,2024-01-28,2024-02-11,2024-01-28,2024-02-11,14,14,0,None,On Time,Medium
SHP2254,Falcon Electronics,Busan,Jebel Ali,CMA CGM,2024-02-25,2024-02-28,2024-03-18,2024-02-28,2024-03-18,19,19,0,None,On Time,Medium
SHP2255,Falcon Electronics,Qingdao,Abu Dhabi,COSCO,2024-01-05,2024-01-08,2024-01-26,2024-01-08,2024-01-27,18,19,1,Vessel Rollover,Delayed,Medium
SHP2256,Gulf Imports,Qingdao,Abu Dhabi,CMA CGM,2024-03-31,2024-04-03,2024-04-23,2024-04-04,2024-04-27,20,23,3,Port Congestion,Delayed,High
SHP2257,Desert Mart,Singapore,Abu Dhabi,ONE,2024-05-21,2024-05-24,2024-06-09,2024-05-25,2024-06-13,16,19,3,Vessel Rollover,Delayed,Medium
SHP2258,Al Noor Trading,Singapore,Jebel Ali,Hapag Lloyd,2024-06-28,2024-07-01,2024-07-16,2024-07-01,2024-07-15,15,14,0,None,On Time,Medium
SHP2259,Emirates Retail,Busan,Jebel Ali,ONE,2024-01-27,2024-01-30,2024-02-20,2024-01-30,2024-02-24,21,25,4,Vessel Rollover,Delayed,Medium
SHP2260,Emirates Retail,Qingdao,Jebel Ali,MSC,2024-04-17,2024-04-20,2024-05-07,2024-04-21,2024-05-08,17,17,0,None,On Time,Medium
SHP2261,Arabian Supplies,Singapore,Abu Dhabi,Maersk,2024-02-01,2024-02-04,2024-02-23,2024-02-05,2024-02-29,19,24,5,Vessel Rollover,Delayed,Medium
SHP2262,Arabian Supplies,Qingdao,Jebel Ali,Maersk,2024-02-27,2024-03-01,2024-03-19,2024-03-02,2024-03-21,18,19,1,Customs Hold,Delayed,Medium
SHP2263,Arabian Supplies,Shenzhen,Abu Dhabi,CMA CGM,2024-01-09,2024-01-12,2024-01-26,2024-01-12,2024-01-25,14,13,0,None,On Time,High
SHP2264,Gulf Imports,Busan,Abu Dhabi,Evergreen,2024-05-26,2024-05-29,2024-06-18,2024-05-30,2024-06-19,20,20,0,None,On Time,High
SHP2265,Falcon Electronics,Ningbo,Abu Dhabi,CMA CGM,2024-05-27,2024-05-30,2024-06-19,2024-05-31,2024-06-20,20,20,0,None,On Time,Low
SHP2266,Falcon Electronics,Ningbo,Jebel Ali,ONE,2024-02-10,2024-02-13,2024-03-04,2024-02-13,2024-03-04,20,20,0,None,On Time,Low
SHP2267,Gulf Imports,Shanghai,Jebel Ali,Maersk,2024-04-10,2024-04-13,2024-05-01,2024-04-13,2024-05-06,18,23,5,Customs Hold,Delayed,Medium
SHP2268,Emirates Retail,Qingdao,Jebel Ali,ONE,2024-01-03,2024-01-06,2024-01-22,2024-01-06,2024-01-21,16,15,0,None,On Time,Low
SHP2269,Gulf Imports,Singapore,Jebel Ali,CMA CGM,2024-02-03,2024-02-06,2024-02-27,2024-02-07,2024-03-03,21,25,4,Weather,Delayed,High
SHP2270,Falcon Electronics,Shanghai,Abu Dhabi,Maersk,2024-05-17,2024-05-20,2024-06-06,2024-05-21,2024-06-11,17,21,4,Customs Hold,Delayed,High
SHP2271,Blue Ocean LLC,Busan,Jebel Ali,Maersk,2024-06-09,2024-06-12,2024-06-26,2024-06-12,2024-06-30,14,18,4,Port Congestion,Delayed,High
SHP2272,Al Noor Trading,Qingdao,Abu Dhabi,Evergreen,2024-03-13,2024-03-16,2024-04-03,2024-03-16,2024-04-03,18,18,0,None,On Time,High
SHP2273,Al Noor Trading,Qingdao,Jebel Ali,MSC,2024-04-10,2024-04-13,2024-04-28,2024-04-13,2024-04-30,15,17,2,Vessel Rollover,Delayed,Low
SHP2274,Gulf Imports,Shenzhen,Jebel Ali,MSC,2024-04-17,2024-04-20,2024-05-10,2024-04-21,2024-05-12,20,21,1,Weather,Delayed,Low
SHP2275,Desert Mart,Qingdao,Jebel Ali,MSC,2024-05-25,2024-05-28,2024-06-11,2024-05-29,2024-06-11,14,13,0,None,On Time,Low
SHP2276,Emirates Retail,Shanghai,Jebel Ali,MSC,2024-03-06,2024-03-09,2024-03-24,2024-03-09,2024-03-24,15,15,0,None,On Time,Medium
SHP2277,Gulf Imports,Ningbo,Jebel Ali,ONE,2024-01-30,2024-02-02,2024-02-19,2024-02-03,2024-02-19,17,16,0,None,On Time,Low
SHP2278,Al Noor Trading,Shenzhen,Abu Dhabi,COSCO,2024-02-02,2024-02-05,2024-02-23,2024-02-06,2024-02-25,18,19,1,Weather,Delayed,Low
SHP2279,Desert Mart,Ningbo,Jebel Ali,ONE,2024-05-06,2024-05-09,2024-05-29,2024-05-10,2024-06-02,20,23,3,Weather,Delayed,Low
SHP2280,Gulf Imports,Ningbo,Abu Dhabi,COSCO,2024-03-12,2024-03-15,2024-04-04,2024-03-16,2024-04-04,20,19,0,None,On Time,Medium
SHP2281,Al Noor Trading,Busan,Abu Dhabi,COSCO,2024-04-18,2024-04-21,2024-05-09,2024-04-22,2024-05-15,18,23,5,Documentation Issue,Delayed,High
SHP2282,Gulf Imports,Shanghai,Abu Dhabi,Hapag Lloyd,2024-05-25,2024-05-28,2024-06-16,2024-05-28,2024-06-17,19,20,1,Vessel Rollover,Delayed,Medium
SHP2283,Gulf Imports,Shenzhen,Abu Dhabi,Evergreen,2024-03-16,2024-03-19,2024-04-07,2024-03-19,2024-04-09,19,21,2,Port Congestion,Delayed,High
SHP2284,Falcon Electronics,Shenzhen,Abu Dhabi,MSC,2024-04-01,2024-04-04,2024-04-21,2024-04-04,2024-04-20,17,16,0,None,On Time,Medium
SHP2285,Gulf Imports,Qingdao,Abu Dhabi,MSC,2024-02-01,2024-02-04,2024-02-18,2024-02-04,2024-02-19,14,15,1,Customs Hold,Delayed,Low
SHP2286,Gulf Imports,Shanghai,Abu Dhabi,ONE,2024-01-17,2024-01-20,2024-02-09,2024-01-20,2024-02-10,20,21,1,Documentation Issue,Delayed,Low
SHP2287,Desert Mart,Shenzhen,Jebel Ali,MSC,2024-06-20,2024-06-23,2024-07-08,2024-06-24,2024-07-12,15,18,3,Vessel Rollover,Delayed,High
SHP2288,Blue Ocean LLC,Shanghai,Jebel Ali,COSCO,2024-05-06,2024-05-09,2024-05-30,2024-05-10,2024-05-30,21,20,0,None,On Time,High
SHP2289,Emirates Retail,Shanghai,Abu Dhabi,Maersk,2024-06-02,2024-06-05,2024-06-24,2024-06-06,2024-06-28,19,22,3,Weather,Delayed,Low
SHP2290,Arabian Supplies,Qingdao,Jebel Ali,Hapag Lloyd,2024-05-27,2024-05-30,2024-06-13,2024-05-31,2024-06-16,14,16,2,Weather,Delayed,Low
SHP2291,Blue Ocean LLC,Shanghai,Abu Dhabi,ONE,2024-01-11,2024-01-14,2024-02-02,2024-01-14,2024-02-06,19,23,4,Port Congestion,Delayed,Medium
SHP2292,Al Noor Trading,Busan,Abu Dhabi,COSCO,2024-03-11,2024-03-14,2024-04-02,2024-03-15,2024-04-08,19,24,5,Vessel Rollover,Delayed,Low
SHP2293,Arabian Supplies,Singapore,Jebel Ali,Evergreen,2024-01-13,2024-01-16,2024-02-05,2024-01-17,2024-02-07,20,21,1,Vessel Rollover,Delayed,Medium
SHP2294,Al Noor Trading,Shanghai,Jebel Ali,Maersk,2024-06-07,2024-06-10,2024-06-25,2024-06-10,2024-06-24,15,14,0,None,On Time,Medium
SHP2295,Al Noor Trading,Ningbo,Abu Dhabi,Evergreen,2024-06-25,2024-06-28,2024-07-18,2024-06-28,2024-07-18,20,20,0,None,On Time,Low
SHP2296,Al Noor Trading,Shenzhen,Jebel Ali,CMA CGM,2024-01-02,2024-01-05,2024-01-19,2024-01-05,2024-01-20,14,15,1,Port Congestion,Delayed,Medium
SHP2297,Emirates Retail,Qingdao,Jebel Ali,MSC,2024-06-25,2024-06-28,2024-07-18,2024-06-28,2024-07-19,20,21,1,Weather,Delayed,Medium
SHP2298,Emirates Retail,Busan,Jebel Ali,Hapag Lloyd,2024-02-07,2024-02-10,2024-03-01,2024-02-11,2024-03-06,20,24,4,Port Congestion,Delayed,Medium
SHP2299,Gulf Imports,Shanghai,Abu Dhabi,Evergreen,2024-06-18,2024-06-21,2024-07-12,2024-06-22,2024-07-14,21,22,1,Vessel Rollover,Delayed,Medium
SHP2300,Falcon Electronics,Shanghai,Jebel Ali,COSCO,2024-01-22,2024-01-25,2024-02-13,2024-01-25,2024-02-16,19,22,3,Weather,Delayed,High
SHP2301,Arabian Supplies,Qingdao,Jebel Ali,COSCO,2024-02-24,2024-02-27,2024-03-12,2024-02-27,2024-03-16,14,18,4,Vessel Rollover,Delayed,High
SHP2302,Falcon Electronics,Qingdao,Jebel Ali,Evergreen,2024-03-28,2024-03-31,2024-04-17,2024-04-01,2024-04-23,17,22,5,Customs Hold,Delayed,Low
SHP2303,Blue Ocean LLC,Qingdao,Jebel Ali,Evergreen,2024-01-28,2024-01-31,2024-02-16,2024-02-01,2024-02-17,16,16,0,None,On Time,Medium
SHP2304,Falcon Electronics,Shenzhen,Jebel Ali,MSC,2024-02-18,2024-02-21,2024-03-07,2024-02-22,2024-03-09,15,16,1,Weather,Delayed,Medium
SHP2305,Blue Ocean LLC,Ningbo,Abu Dhabi,Maersk,2024-01-28,2024-01-31,2024-02-15,2024-01-31,2024-02-15,15,15,0,None,On Time,Medium
SHP2306,Emirates Retail,Shanghai,Abu Dhabi,COSCO,2024-06-18,2024-06-21,2024-07-12,2024-06-22,2024-07-14,21,22,1,Port Congestion,Delayed,High
SHP2307,Desert Mart,Shanghai,Abu Dhabi,CMA CGM,2024-02-08,2024-02-11,2024-03-02,2024-02-12,2024-03-06,20,23,3,Documentation Issue,Delayed,Medium
SHP2308,Gulf Imports,Shenzhen,Jebel Ali,COSCO,2024-01-26,2024-01-29,2024-02-12,2024-01-30,2024-02-17,14,18,4,Vessel Rollover,Delayed,High
SHP2309,Blue Ocean LLC,Shanghai,Jebel Ali,ONE,2024-06-01,2024-06-04,2024-06-22,2024-06-05,2024-06-26,18,21,3,Documentation Issue,Delayed,High
SHP2310,Al Noor Trading,Busan,Abu Dhabi,MSC,2024-01-29,2024-02-01,2024-02-18,2024-02-01,2024-02-17,17,16,0,None,On Time,High
SHP2311,Falcon Electronics,Singapore,Abu Dhabi,COSCO,2024-05-16,2024-05-19,2024-06-03,2024-05-19,2024-06-04,15,16,1,Documentation Issue,Delayed,Medium
SHP2312,Gulf Imports,Ningbo,Jebel Ali,CMA CGM,2024-01-26,2024-01-29,2024-02-15,2024-01-30,2024-02-20,17,21,4,Vessel Rollover,Delayed,Low
SHP2313,Gulf Imports,Busan,Abu Dhabi,ONE,2024-03-14,2024-03-17,2024-04-04,2024-03-17,2024-04-08,18,22,4,Port Congestion,Delayed,Medium
SHP2314,Falcon Electronics,Shanghai,Jebel Ali,MSC,2024-06-25,2024-06-28,2024-07-15,2024-06-29,2024-07-16,17,17,0,None,On Time,Medium
SHP2315,Blue Ocean LLC,Shenzhen,Jebel Ali,MSC,2024-04-26,2024-04-29,2024-05-15,2024-04-30,2024-05-15,16,15,0,None,On Time,Medium
SHP2316,Desert Mart,Qingdao,Jebel Ali,COSCO,2024-01-20,2024-01-23,2024-02-08,2024-01-23,2024-02-12,16,20,4,Documentation Issue,Delayed,High
SHP2317,Emirates Retail,Singapore,Abu Dhabi,Evergreen,2024-04-30,2024-05-03,2024-05-18,2024-05-03,2024-05-17,15,14,0,None,On Time,High
SHP2318,Al Noor Trading,Shenzhen,Abu Dhabi,COSCO,2024-05-14,2024-05-17,2024-06-02,2024-05-17,2024-06-07,16,21,5,Port Congestion,Delayed,Medium
SHP2319,Desert Mart,Qingdao,Jebel Ali,Evergreen,2024-03-30,2024-04-02,2024-04-20,2024-04-03,2024-04-25,18,22,4,Customs Hold,Delayed,Medium
SHP2320,Desert Mart,Singapore,Jebel Ali,MSC,2024-03-18,2024-03-21,2024-04-09,2024-03-22,2024-04-13,19,22,3,Port Congestion,Delayed,Medium
SHP2321,Gulf Imports,Busan,Abu Dhabi,CMA CGM,2024-02-26,2024-02-29,2024-03-16,2024-03-01,2024-03-18,16,17,1,Port Congestion,Delayed,High
SHP2322,Falcon Electronics,Singapore,Abu Dhabi,Hapag Lloyd,2024-01-23,2024-01-26,2024-02-12,2024-01-26,2024-02-14,17,19,2,Customs Hold,Delayed,High
SHP2323,Blue Ocean LLC,Shenzhen,Abu Dhabi,MSC,2024-03-08,2024-03-11,2024-03-30,2024-03-12,2024-04-01,19,20,1,Documentation Issue,Delayed,High
SHP2324,Arabian Supplies,Qingdao,Abu Dhabi,CMA CGM,2024-05-28,2024-05-31,2024-06-19,2024-05-31,2024-06-24,19,24,5,Vessel Rollover,Delayed,High
SHP2325,Falcon Electronics,Ningbo,Abu Dhabi,Hapag Lloyd,2024-01-03,2024-01-06,2024-01-27,2024-01-06,2024-01-31,21,25,4,Vessel Rollover,Delayed,Low
SHP2326,Al Noor Trading,Shenzhen,Jebel Ali,COSCO,2024-06-19,2024-06-22,2024-07-08,2024-06-23,2024-07-10,16,17,1,Customs Hold,Delayed,High
SHP2327,Blue Ocean LLC,Shenzhen,Jebel Ali,COSCO,2024-02-25,2024-02-28,2024-03-17,2024-02-28,2024-03-22,18,23,5,Port Congestion,Delayed,Medium
SHP2328,Gulf Imports,Shenzhen,Abu Dhabi,Evergreen,2024-06-18,2024-06-21,2024-07-05,2024-06-22,2024-07-05,14,13,0,None,On Time,Low
SHP2329,Gulf Imports,Singapore,Jebel Ali,COSCO,2024-06-19,2024-06-22,2024-07-08,2024-06-23,2024-07-08,16,15,0,None,On Time,Low
